Tempo,Acc_Y_Filtro
2.0880236625671387,-0.08942038621542903
2.1171178817749023,-0.10348499464101199
2.1491665840148926,-0.11531446357670935
2.181600570678711,-0.12423037027619768
2.210221767425537,-0.12954832439662817
2.243299961090088,-0.13059722465550094
2.276140213012696,-0.12674014985393842
2.3046655654907227,-0.11739636785374717
2.33798885345459,-0.10206384694296124
2.370685338973999,-0.08034156270468568
2.399397611618042,-0.05195081286384046
2.4322779178619385,-0.016754686085240913
2.4651427268981934,0.025225216249159865
2.493720293045044,0.0737957261509519
2.527071952819824,0.12858362706590767
2.559297800064087,0.1890325837216252
2.5878000259399414,0.25440620272378395
2.6208174228668213,0.32379775735776545
2.653578281402588,0.3961468531171556
2.681262254714966,0.4702629770948968
2.714425563812256,0.5448554645477158
2.7474114894866943,0.6185689372022048
2.7801077365875244,0.6900227397662273
2.8091275691986084,0.757852373867901
2.840996265411377,0.8207505117276219
2.8745481967926025,0.8775050260808934
2.903511047363281,0.9270317260543347
2.9360570907592773,0.9684001271227313
2.969123363494873,1.0008514367715107
3.001704454421997,1.023808787528167
3.030055522918701,1.0368804421410875
3.063117027282715,1.039857163059167
3.095892429351806,1.0327051619524217
3.1245458126068115,1.0155560368356442
3.157187938690185,0.988694896864638
3.189969778060913,0.9525475152395421
3.218153715133667,0.9076669104581053
3.252131938934326,0.8547193378303363
3.283834218978882,0.7944693849410734
3.3130524158477783,0.7277637760425867
3.345378398895264,0.6555136045467376
3.378304004669189,0.5786749795045241
3.4112493991851807,0.49822842495076514
3.439125299453736,0.41515775309882263
3.472140073776245,0.33042948609988965
3.504462480545044,0.24497414547881105
3.533480644226074,0.15967076774555763
3.565507411956787,0.075335779561231
3.599463939666748,-0.007283108381589908
3.627929449081421,-0.08750797163212089
3.661430597305298,-0.1647273779829831
3.694021701812744,-0.23839000485621836
3.7226693630218506,-0.3079968638669258
3.755958080291748,-0.373094016859952
3.78824234008789,-0.43326760706862416
3.820639133453369,-0.4881427155985454
3.8494198322296143,-0.5373870098916131
3.882479190826416,-0.5807194354767072
3.915080547332764,-0.6179234001457888
3.9438769817352295,-0.6488631165862007
3.9771203994750977,-0.6735011313699869
4.00922441482544,-0.6919146939869206
4.03795337677002,-0.7043085674822852
4.070858716964722,-0.7110221273593268
4.103622674942017,-0.7125290707515229
4.136109352111816,-0.7094287016994406
4.1650550365448,-0.7024285151253968
4.197786808013916,-0.6923186085759317
4.230318307876587,-0.6799392403545866
4.259195566177368,-0.6661435540252598
4.292222023010254,-0.6517580175864292
4.32406759262085,-0.6375433964335795
4.353267669677734,-0.6241590385329697
4.385436534881592,-0.6121328989676624
4.418027639389038,-0.601839139859449
4.451327800750732,-0.5934844361561905
4.480170965194702,-0.5871034264736247
4.512492895126343,-0.582563156876864
4.545104503631592,-0.5795759079457812
4.574432373046875,-0.5777194635546598
4.607121706008911,-0.5764636408164794
4.639202117919922,-0.5752017230027046
4.668588399887085,-0.5732853027997169
4.701688289642334,-0.5700609363999227
4.734354734420776,-0.5649069134373171
4.763644456863403,-0.5572683582943141
4.796360731124878,-0.5466888013486938
4.828026056289673,-0.5328363210806552
4.861229658126831,-0.5155224390090334
4.88913631439209,-0.4947122766522638
4.922667980194092,-0.47052514902798737
4.9552764892578125,-0.44322572784283093
4.983790874481201,-0.41320694372721156
5.015820026397705,-0.38096660382017716
5.048979997634888,-0.34708006230694166
5.078063011169434,-0.3121712100312531
5.11037015914917,-0.27688372890604124
5.143279314041138,-0.24185416690245615
5.172420024871826,-0.20768801279398663
5.205322265625,-0.17493959417275537
5.238024473190308,-0.14409626750669258
5.27002215385437,-0.11556701801624918
5.299488306045532,-0.08967529591623391
5.332245826721191,-0.06665574353858486
5.365139007568359,-0.04665440148588982
5.393591403961182,-0.029731953213659273
5.426532030105591,-0.0158695343946171
5.459344625473023,-0.004976601894417234
5.487641334533691,0.0030996560827141833
5.520814895629883,0.008563877595031556
5.553617715835571,0.011661532917781008
5.582243919372559,0.012667817714796987
5.614807844161987,0.011876821288041652
5.647659063339233,0.009591300234515215
5.677026510238648,0.006113325713664701
5.709179162979126,0.001736008400022907
5.742037534713745,-0.003263557259431367
5.770239353179932,-0.008630045743297777
5.803281784057617,-0.01413431913799794
5.835317611694336,-0.01957652931680124
5.864428043365479,-0.02478796490480062
5.896986484527588,-0.029631740496760883
5.930140018463135,-0.03400245117165173
5.958183288574219,-0.03782493046331927
5.991984605789185,-0.04105225764489584
6.02331018447876,-0.043663163883139795
6.053396701812744,-0.04565898867702827
6.086032390594482,-0.04706033827747467
6.1180925369262695,-0.047903595375366155
6.147473335266113,-0.04823742355601163
6.180203437805176,-0.04811940116110473
6.212894678115845,-0.04761290577080851
6.2416768074035645,-0.04678434584213366
6.274482011795044,-0.045700792932846644
6.306368827819824,-0.04442801349692503
6.335434436798096,-0.0430288589557809
6.368041515350342,-0.04156196666528074
6.401092290878296,-0.04008074342392158
6.429192543029785,-0.038632621046480436
6.462670803070068,-0.03725857533294741
6.495553493499756,-0.035992889024632956
6.5243470668792725,-0.03486312564796416
6.557309627532959,-0.033890270594617806
6.589775562286377,-0.033088990679297305
6.618184804916382,-0.03246796576593187
6.651437044143677,-0.03203025938055696
6.684152126312256,-0.03177371969124743
6.712856769561768,-0.03169142716020612
6.745640516281128,-0.03177221409854621
6.778090238571167,-0.032001268822885454
6.807154893875122,-0.03236081425708577
6.839576721191406,-0.032830832319727915
6.872292280197144,-0.033389797411168834
6.901023864746094,-0.034015383531892145
6.933815956115723,-0.03468511707322258
6.966186761856079,-0.03537695794476871
6.995263814926148,-0.03606980199029928
7.0275280475616455,-0.0367439051193659
7.060072422027588,-0.03738123354146839
7.08945631980896,-0.03796574555114725
7.121708631515503,-0.03848360976825144
7.154298305511475,-0.03892336400429743
7.183414936065674,-0.03927601874508221
7.216022491455078,-0.03953510907833922
7.248243093490601,-0.03969669778914549
7.277275562286377,-0.03975933069035989
7.310692071914673,-0.03972394490194538
7.343290567398071,-0.039593732853984834
7.372387886047363,-0.03937396798995793
7.405158996582031,-0.03907179992263814
7.4377601146698,-0.03869602587215615
7.466406106948851,-0.03825684270891349
7.499123096466064,-0.03776558168840891
7.532102346420288,-0.03723442650215898
7.56104040145874,-0.036676114272333284
7.593353271484375,-0.03610361966317535
7.625983238220215,-0.03552982642761446
7.654959201812744,-0.03496719795491822
7.6876397132873535,-0.03442746423609916
7.720521926879883,-0.033921342603244385
7.749106884002685,-0.03345830377861184
7.7820093631744385,-0.03304638726061585
7.814656972885132,-0.03269206463460779
7.8433356285095215,-0.03240014747975294
7.876083135604858,-0.03217373789691986
7.908200740814209,-0.032014222649087876
7.9374260902404785,-0.03192131362443854
7.970352649688721,-0.031893135683252624
8.003064155578613,-0.03192635879807033
8.031861543655396,-0.03201636779734696
8.064375400543213,-0.03215746188565214
8.097264051437378,-0.03234307636133999
8.126192808151245,-0.03256601821746472
8.158244848251343,-0.032818705123981495
8.191317319869995,-0.03309339597595396
8.220146894454956,-0.03338240308866068
8.253007650375366,-0.03367828053147712
8.285174131393433,-0.03397398719093184
8.313665390014648,-0.03426302546668793
