Tempo,Acc_Y
0.0009198188781738,1.0
0.0009198188781738,0.01
0.0009198188781738,0.03
0.0019335746765136,0.01
2.073946714401245,0.0
2.090456962585449,-0.0
2.106442928314209,-0.01
2.1271800994873047,0.0
2.1436245441436768,-0.01
2.160286903381348,0.01
2.180406093597412,-0.0
2.197096586227417,-0.0
2.213503122329712,-0.01
2.2335972785949707,-0.0
2.2501087188720703,0.01
2.2667181491851807,-0.01
2.2832844257354736,0.0
2.30326771736145,0.0
2.320183038711548,0.01
2.336344957351685,0.0
2.356239557266236,0.01
2.373556137084961,0.02
2.3889365196228027,0.01
2.409286975860596,-0.0
2.426105499267578,0.01
2.4420294761657715,0.0
2.462754726409912,-0.01
2.4792888164520264,-0.01
2.4961917400360107,0.0
2.512492656707764,0.01
2.532771348953247,0.0
2.5492100715637207,0.0
2.565779209136963,0.0
2.585773468017578,-0.0
2.602460622787476,0.0
2.619563579559326,0.01
2.6391849517822266,0.01
2.655811786651612,-0.0
2.6721529960632324,0.0
2.689315795898437,-0.0
2.708955764770508,0.0
2.725397109985352,0.0
2.7420454025268555,0.0
2.762084722518921,0.0
2.778629302978516,0.0
2.7952563762664795,-0.0
2.8152592182159424,0.02
2.832200765609741,-0.01
2.848757028579712,0.02
2.864790678024292,-0.0
2.8850951194763184,-0.02
2.901467084884644,-0.02
2.9180681705474854,-0.01
2.9384074211120605,0.01
2.954797744750977,-0.01
2.9715769290924072,0.0
2.991255760192871,0.01
3.0081658363342285,0.0
3.0244011878967285,0.01
3.041146039962769,-0.01
3.061523199081421,-0.0
3.077633619308472,0.0
3.094078540802002,-0.0
3.1143181324005127,0.01
3.130899906158448,0.01
3.147542953491211,0.02
3.16736912727356,-0.01
3.1841607093811035,-0.01
3.2011823654174805,-0.0
3.217731237411499,0.01
3.237466096878052,-0.01
3.2546615600585938,0.01
3.274289608001709,-0.01
3.2903542518615723,-0.01
3.306983470916748,-0.01
3.3236122131347656,-0.01
3.34389328956604,0.01
3.3605527877807617,0.0
3.376143455505371,0.02
3.396986722946167,-0.0
3.4136159420013428,-0.0
3.4302778244018555,0.01
3.446440458297729,0.01
3.466582536697388,0.0
3.483391284942627,0.01
3.4998435974121094,0.01
3.5202739238739014,-0.01
3.5368921756744385,-0.0
3.553040266036988,0.0
3.572746992111206,0.0
3.589266061782837,0.0
3.60603141784668,-0.01
3.622593402862549,0.0
3.643024444580078,-0.01
3.659500598907471,-0.0
3.6758296489715576,-0.0
3.696202754974365,-0.0
3.7124626636505127,-0.01
3.728836059570313,-0.01
3.749255895614624,0.0
3.7660105228424072,-0.0
3.781982660293579,-0.0
3.799109697341919,-0.0
3.818920850753784,-0.01
3.835433006286621,0.0
3.852173328399658,-0.0
3.872208833694458,0.01
3.888739109039306,0.01
3.905224323272705,0.0
3.925551176071167,0.01
3.941558837890625,0.02
3.9585583209991455,0.0
3.978646516799927,0.0
3.995386838912964,0.0
4.011979341506958,-0.01
4.028188228607178,-0.01
4.0483338832855225,-0.0
4.064882516860962,0.0
4.081181526184082,0.0
4.101367950439453,-0.0
4.1179070472717285,-0.0
4.134645700454712,0.01
4.154935359954834,0.0
4.171187162399292,-0.0
4.187958717346191,0.01
4.208227872848511,-0.01
4.224613189697266,-0.02
4.240885972976685,0.0
4.258280277252197,-0.01
4.27791953086853,0.01
4.294437646865845,-0.0
4.310161828994751,0.0
4.330964803695679,-0.01
4.347602128982544,-0.03
4.364724159240723,-0.01
4.38349199295044,0.0
4.400156497955322,0.01
4.417618989944458,-0.01
4.437516450881958,-0.0
4.45394229888916,0.01
4.470348834991455,0.01
4.486959457397461,0.01
4.507261037826538,0.02
4.523422718048096,-0.0
4.540304183959961,0.0
4.56035304069519,0.01
4.576979398727417,0.01
4.5934107303619385,0.01
4.614109039306641,0.0
4.6305012702941895,-0.0
4.646665334701538,0.01
4.666874647140503,0.01
4.6834564208984375,0.01
4.700300693511963,0.0
4.716194152832031,-0.0
4.736424207687378,0.01
4.752614736557007,0.01
4.768732070922852,-0.0
4.7897255420684814,0.0
4.806336164474487,0.0
4.822781324386597,0.0
4.839829444885254,0.0
4.859490394592285,-0.01
4.87586784362793,-0.01
4.892213344573975,0.0
4.912666320800781,-0.0
4.928789854049683,-0.0
4.945634603500366,-0.01
4.965949773788452,-0.0
4.982311964035034,0.0
4.998828649520874,-0.0
5.015338182449341,0.01
5.035714864730835,0.01
5.051789999008179,0.0
5.06860613822937,0.0
5.088248252868652,0.01
5.105340480804443,0.0
5.121674299240112,-0.01
5.141340494155884,-0.02
5.158353805541992,-0.01
5.175092935562134,0.02
5.195423364639282,0.0
5.211147308349609,-0.01
5.22827672958374,-0.02
5.245399951934815,0.0
5.264462471008301,-0.0
5.28162956237793,-0.01
5.297969818115234,-0.01
5.318345785140991,-0.02
5.334493637084961,-0.0
5.351959943771362,-0.0
5.371456623077393,0.01
5.387804269790649,0.0
5.404145240783691,-0.01
5.424673080444336,-0.0
5.44121241569519,-0.02
5.457299709320068,-0.01
5.4739909172058105,-0.0
5.494428873062134,-0.0
5.510738134384155,-0.01
5.527161359786987,0.01
5.547632694244385,-0.01
5.564151048660278,-0.01
5.580564737319946,-0.02
5.600433588027954,-0.0
5.617144584655762,0.01
5.633910894393921,0.01
5.654078960418701,-0.01
5.6704421043396,-0.0
5.687134265899658,-0.02
5.707318305969238,-0.0
5.723874807357788,0.01
5.740198135375977,0.02
5.756507158279419,0.03
5.777088165283203,0.01
5.793486833572388,-0.01
5.810177803039551,0.01
5.830271005630493,0.01
5.846761226654053,-0.01
5.863135814666748,0.01
5.883414268493652,0.02
5.899340867996216,0.02
5.916293621063232,0.02
5.932816743850708,-0.0
5.953206539154053,-0.01
5.970179796218872,-0.03
5.986640453338623,-0.02
6.00640606880188,-0.0
6.022599220275879,0.0
6.039247035980225,0.02
6.059216499328613,0.02
6.076011657714844,0.0
6.092440605163574,-0.02
6.109013557434082,-0.01
6.128558874130249,-0.01
6.145437479019165,0.01
6.162249326705933,0.01
6.182398796081543,0.0
6.198837518692017,0.0
6.21549916267395,-0.0
6.235644340515137,0.0
6.252087354660034,0.01
6.268601417541504,-0.01
6.285167217254639,0.0
6.305497884750366,-0.0
6.32215428352356,-0.02
6.3381264209747314,-0.02
6.358579158782959,-0.02
6.375127792358398,-0.01
6.391156435012817,0.02
6.411634683609009,0.0
6.428117275238037,-0.02
6.444905996322632,0.01
6.465120792388916,0.01
6.480896472930908,0.0
6.498058557510376,0.0
6.514837265014648,-0.0
6.535105466842651,0.0
6.551486968994141,0.01
6.567731618881226,0.0
6.587945461273193,0.0
6.604510545730591,-0.01
6.621594905853272,-0.01
6.641420125961304,-0.02
6.65711784362793,-0.01
6.674593925476074,0.01
6.690378904342651,0.01
6.710882186889648,0.02
6.727447748184204,0.0
6.743651866912842,0.0
6.764095306396484,-0.0
6.780355453491211,-0.0
6.797231197357178,0.01
6.817255020141602,0.01
6.834294080734253,-0.01
6.850334882736206,0.01
6.87063455581665,0.0
6.88742733001709,0.0
6.903569459915161,0.01
6.920476913452148,-0.0
6.940505266189575,0.01
6.9567975997924805,0.0
6.9731056690216064,0.0
6.993582248687744,0.01
7.010208606719971,0.01
7.026508331298828,0.02
7.042872667312622,0.02
7.0630388259887695,0.01
7.0794408321380615,-0.01
7.095874071121216,0.01
7.115849018096924,-0.0
7.132890224456787,0.01
7.150182723999023,0.01
7.169300556182861,0.0
7.186184883117676,0.0
7.202564477920532,0.01
7.22294282913208,-0.03
7.2390100955963135,0.03
7.255779504776001,0.02
7.272138833999634,0.01
7.292095184326172,0.01
7.30928373336792,0.01
7.325353384017944,-0.01
7.345542669296265,-0.02
7.362202167510986,-0.0
7.379407644271851,0.0
7.398857116699219,0.03
7.415401935577393,0.02
7.431862354278564,0.0
7.452103614807129,-0.02
7.468759059906006,-0.02
7.48538613319397,-0.01
7.501399040222168,0.01
7.52193284034729,0.01
7.538436412811279,0.03
7.554533243179321,0.0
7.574711084365845,-0.02
7.591325521469116,-0.03
7.608011484146118,-0.02
7.628537893295288,-0.0
7.644954442977905,0.0
7.661465406417847,0.02
7.681553840637207,0.01
7.698127269744873,-0.01
7.715215682983398,-0.0
7.734991550445557,-0.01
7.751207828521728,0.0
7.767906665802002,0.01
7.784175395965576,0.02
7.804345369338989,0.01
7.820886850357056,-0.0
7.837761878967285,-0.0
7.856895446777344,-0.02
7.873660087585449,0.01
7.89004921913147,0.01
7.9104743003845215,0.02
7.926612138748169,0.02
7.943473100662231,-0.0
7.964024066925049,-0.02
7.980096340179443,-0.02
7.997033357620239,-0.01
8.013459205627441,0.0
8.033804178237915,0.02
8.05024528503418,0.01
8.066649675369263,0.0
8.086581707000732,0.0
8.103574514389038,-0.02
8.120104312896729,-0.01
8.140117645263672,0.0
8.156662702560425,0.01
8.173246383666992,0.01
8.193456172943115,0.01
8.209303379058838,-0.0
8.226397275924683,-0.01
8.24275827407837,-0.01
8.262619733810425,0.0
8.279220819473267,0.02
8.296024084091187,0.0
8.316370964050293,0.01
8.33277940750122,0.0
8.349271297454834,-0.0
8.369523525238037,-0.02
8.38601016998291,-0.01
8.40251898765564,-0.01
8.418987274169922,0.01
8.438572883605957,-0.0
8.455620765686035,-0.01
8.471674680709839,-0.02
8.491819381713867,-0.01
8.508521556854248,-0.01
8.525492906570435,-0.01
