Tempo,Acc_Y
2.089590787887573,-0.01
2.1223461627960205,-0.0
2.151563167572021,0.0
2.184788465499878,-0.01
2.2175025939941406,0.0
2.250822067260742,-0.0
2.2830710411071777,-0.01
2.315990447998047,-0.01
2.348539113998413,0.0
2.381420850753784,0.0
2.413583517074585,0.0
2.4471969604492188,0.0
2.479087829589844,0.01
2.5123276710510254,-0.0
2.545603513717652,0.0
2.5776684284210205,0.01
2.610337257385254,-0.01
2.6432244777679443,-0.02
2.6763415336608887,-0.01
2.7089433670043945,-0.0
2.741609573364258,0.0
2.774174451828003,0.01
2.8068575859069824,-0.02
2.839263439178467,0.0
2.872598648071289,0.02
2.905301809310913,0.01
2.9380528926849365,-0.0
2.970120429992676,0.01
3.002821207046509,0.01
3.036128282546997,0.0
3.0693132877349854,0.0
3.098008155822754,-0.0
3.130913257598877,-0.0
3.163705348968506,0.01
3.196399688720703,0.01
3.22902774810791,0.01
3.262058019638061,-0.01
3.295219898223877,0.0
3.326944589614868,-0.01
3.3601765632629395,0.0
3.393367290496826,0.0
3.425179243087769,0.01
3.45945692062378,0.0
3.491299629211426,0.0
3.5239853858947754,0.02
3.556689500808716,0.01
3.589252233505249,0.01
3.622437715530396,0.01
3.6550545692443848,0.02
3.687123537063599,0.01
3.7207014560699454,-0.0
3.753306150436402,-0.02
3.786401033401489,0.0
3.818870067596436,-0.01
3.8517701625823975,0.01
3.8844151496887207,-0.0
3.91696834564209,0.01
3.9498021602630615,0.01
3.98209810256958,0.0
4.015032529830933,0.01
4.047401189804077,0.01
4.079984903335571,-0.01
4.1093833446502686,0.0
4.142401695251465,-0.0
4.174916744232178,0.0
4.208054780960083,0.01
4.240782260894775,0.0
4.273664236068726,-0.0
4.30649471282959,0.01
4.339372873306274,0.0
4.372058153152466,0.0
4.4047181606292725,0.01
4.438044786453247,0.01
4.470356702804565,0.0
4.503092527389526,-0.0
4.536035299301148,0.01
4.569082021713257,-0.0
4.601247549057007,-0.01
4.633688688278198,0.01
4.666718006134033,0.01
4.699345588684082,0.01
4.732705354690552,-0.01
4.765032529830933,0.01
4.797400712966919,0.0
4.830733776092529,0.01
4.863518714904785,0.01
4.89615797996521,0.01
4.929100036621094,-0.0
4.961632490158081,-0.0
4.994548797607422,0.0
5.027259349822998,0.0
5.056187391281128,0.0
5.092534780502319,-0.01
5.121659994125366,0.01
5.154452085494995,0.0
5.188036918640137,0.0
5.219959735870361,-0.0
5.252752542495728,-0.0
5.285983562469482,0.01
5.3181681632995605,-0.02
5.351100921630859,0.0
5.383822441101074,0.0
5.41649866104126,0.0
5.450080871582031,-0.0
5.482287883758545,0.01
5.514771223068237,-0.0
5.546977281570435,0.01
5.5803985595703125,0.0
5.613133430480957,0.0
5.645938396453857,0.01
5.678491115570068,-0.0
5.7113869190216064,-0.0
5.744373798370361,-0.0
5.776724576950073,-0.0
5.809743165969849,-0.0
5.8422486782073975,0.01
5.875133514404297,0.01
5.907442331314087,0.01
5.940454483032227,-0.01
5.97322940826416,0.01
6.006053686141968,-0.01
6.034982919692993,0.01
6.068018674850464,0.02
6.100688457489014,-0.01
6.133406639099121,-0.01
6.166255950927734,0.01
6.198837518692017,0.0
6.231573581695557,0.0
6.264556646347046,0.02
6.297019481658936,-0.0
6.329785585403442,0.0
6.362792015075684,-0.0
6.396029233932495,0.01
6.428018569946289,-0.01
6.46098256111145,-0.01
6.493643522262573,0.01
6.526318311691284,-0.0
6.55846381187439,-0.01
6.59184193611145,-0.01
6.624582052230835,-0.0
6.656859636306763,-0.0
6.690069913864136,-0.01
6.722060918807983,-0.0
6.754801273345947,0.01
6.7879180908203125,-0.01
6.8211305141448975,-0.01
6.853790998458862,0.01
6.8869948387146,-0.01
6.919492483139038,0.01
6.952511548995972,-0.01
6.984847784042358,0.01
7.017815828323364,0.0
7.050726890563965,0.0
7.079552173614502,-0.0
7.112175226211548,0.01
7.145859956741333,0.01
7.177791357040405,-0.01
7.211421012878418,-0.01
7.243258476257324,-0.01
7.276527881622314,-0.01
7.309106826782227,-0.01
7.342373371124268,-0.01
7.374981164932251,0.01
7.407801389694214,0.01
7.4394800662994385,-0.01
7.472490072250366,0.0
7.506192684173584,0.01
7.538064241409302,0.0
