Tempo,Acc_Y,Vel_Y,Dist_Y
4.294697284698486,-0.0,-0.05,-13.3
4.315020084381104,-0.02,-0.88,-45.81
4.331752300262451,0.0,1.01,111.29
4.348055362701416,-0.0,-0.06,-62.96
4.368266105651856,-0.01,-0.68,-32.85
4.385076522827148,-0.01,0.39,63.22
4.402048826217651,-0.0,0.13,-14.52
4.418306589126587,-0.0,0.11,-1.2
4.4382004737854,0.0,0.17,3.31
4.455239534378052,0.01,0.33,8.35
4.470975399017334,0.0,-0.28,-35.84
4.491438150405884,0.01,0.37,36.34
4.507901430130005,0.01,-0.2,-33.51
4.524492025375366,-0.01,-0.96,-44.74
4.540733814239502,-0.01,0.28,64.99
4.561119318008423,-0.01,-0.14,-24.59
4.577472448348999,0.0,0.53,37.38
4.593907356262207,-0.0,-0.34,-51.18
4.614500999450684,0.02,1.33,92.67
4.630508184432983,-0.0,-1.22,-141.88
4.647659063339233,-0.0,0.0,71.98
4.667485237121582,-0.01,-0.61,-33.99
4.683905363082886,0.01,1.07,98.95
4.700300693511963,-0.0,-0.3,-72.25
4.720708608627319,0.0,0.06,21.1
4.737267017364502,0.0,0.08,1.66
4.7534260749816895,0.01,0.32,13.04
4.773785352706909,-0.01,-0.76,-63.51
4.790153980255127,-0.02,-0.58,9.52
4.807264566421509,0.01,1.32,111.97
4.823330640792847,0.01,0.06,-74.56
4.843491792678833,0.01,0.0,-3.13
4.86006498336792,0.01,0.03,1.66
4.876501083374023,-0.0,-0.59,-34.08
4.897084474563599,0.0,0.29,48.77
4.913278579711914,0.01,0.51,11.82
4.930440664291382,0.01,-0.34,-49.61
4.950058460235596,0.02,0.82,67.93
4.9665117263793945,0.02,-0.03,-44.32
4.983471393585205,0.01,-0.68,-38.28
4.9997076988220215,-0.0,-0.51,9.48
5.020069122314453,-0.0,-0.2,18.13
5.036129474639893,-0.0,0.25,26.51
5.053269386291504,-0.01,-0.58,-43.85
5.073296785354614,-0.01,-0.17,24.16
5.0894455909729,-0.01,0.35,28.6
5.105778217315674,-0.01,-0.37,-41.88
5.126511573791504,-0.0,0.76,59.07
5.143333196640015,-0.01,-0.73,-87.55
5.16028094291687,0.0,1.01,102.73
5.178748369216919,0.0,-0.24,-69.64
5.195913791656494,0.01,0.32,31.04
5.212432622909546,-0.01,-0.64,-53.2
5.232524394989014,-0.01,-0.03,35.9
5.249544858932495,-0.0,0.2,13.26
5.266132831573486,0.01,0.77,31.91
5.282320976257324,0.02,0.21,-31.04
5.302172422409058,0.01,-0.53,-41.38
5.318725347518921,-0.0,-0.62,-5.15
5.335324048995972,0.01,0.68,76.22
5.355252265930176,0.01,0.32,-19.82
5.371930599212647,-0.0,-0.77,-60.59
5.388693809509277,0.0,0.35,62.07
5.409031629562378,-0.01,-0.9,-73.36
5.425116062164307,-0.01,0.11,55.99
5.44231653213501,0.01,1.15,61.67
5.458567142486572,0.0,-0.35,-83.37
5.478950262069702,0.0,-0.11,13.3
5.494518041610718,-0.01,-0.7,-35.16
5.511521816253662,-0.0,0.24,52.42
5.531797647476196,-0.02,-0.65,-52.19
5.547922849655151,-0.0,0.73,81.19
5.565232276916504,-0.01,-0.18,-47.83
5.584066867828369,0.0,0.62,46.83
5.601474046707153,0.0,-0.05,-37.38
5.618003129959106,0.0,0.0,3.13
5.634213924407959,0.0,0.11,6.63
5.654234170913696,0.01,0.24,7.04
5.671093463897705,-0.01,-0.82,-59.12
5.6876537799835205,0.0,0.4,67.98
5.707895278930664,-0.01,-0.45,-49.98
5.7236645221710205,0.01,0.8,69.37
5.740902900695801,0.01,0.06,-43.63
5.761204481124878,-0.01,-0.82,-48.94
5.777640581130981,0.0,0.48,72.42
5.794991731643677,-0.01,-0.56,-61.3
5.810875415802002,0.0,0.45,56.42
5.830233812332153,0.02,0.93,28.08
5.847062587738037,0.01,-0.4,-73.81
5.863621473312378,0.01,-0.27,7.39
5.88394021987915,0.01,0.34,35.53
5.901021480560303,0.01,-0.19,-29.12
5.91736912727356,-0.01,-0.85,-38.75
5.93735408782959,-0.0,0.13,51.11
5.953797817230225,0.0,0.34,12.47
5.970683336257935,-0.0,-0.11,-26.51
5.986520051956177,0.0,0.13,13.65
6.006835699081421,-0.01,-0.65,-45.93
6.023517847061157,0.0,0.58,64.6
6.039931535720825,0.0,0.08,-29.13
6.060269355773926,-0.0,-0.37,-26.51
6.076731443405151,-0.01,-0.37,-0.35
6.093265056610107,-0.01,0.23,35.16
6.113420009613037,0.0,0.38,8.04
6.129830360412598,-0.0,-0.11,-28.86
6.146371126174927,0.0,0.14,14.91
6.163510799407959,0.01,0.29,8.43
6.1833250522613525,-0.0,-0.51,-47.04
6.1996283531188965,0.01,0.55,55.87
6.215906381607056,0.02,0.68,7.15
6.236256837844849,-0.01,-1.49,-120.32
6.253271102905273,-0.0,0.14,95.92
6.269337892532349,0.01,0.62,28.17
6.289599418640137,-0.01,-0.66,-67.1
6.305782794952393,-0.0,0.28,55.11
6.322083950042725,-0.01,-0.45,-40.77
6.343308687210083,-0.02,-0.39,3.41
6.358577966690064,-0.0,0.82,71.25
6.3750855922698975,0.02,0.93,6.09
6.392377614974976,0.01,-0.2,-66.45
6.413244724273682,0.01,-0.32,-6.78
6.428924560546875,0.01,0.45,45.29
6.445578575134277,0.0,-0.76,-71.25
6.46577525138855,-0.01,-0.55,10.85
6.4819841384887695,-0.0,0.54,64.1
6.498693227767944,0.01,0.77,13.13
6.519284009933472,0.01,-0.48,-73.55
6.535132646560669,0.01,0.38,45.1
6.552120923995972,0.02,0.62,14.21
6.57240891456604,0.01,-0.76,-81.19
6.588267803192139,0.0,-0.48,15.65
6.605149507522583,0.0,0.06,31.48
6.621777057647705,0.01,0.33,14.28
6.641882658004761,0.0,-0.39,-42.47
6.658461809158325,-0.0,-0.39,0.0
6.675581932067871,0.01,0.67,58.86
6.694920778274536,-0.01,-0.93,-93.8
6.712162256240845,-0.01,-0.05,46.27
6.728249549865723,-0.02,-0.51,-26.86
6.744807243347168,-0.01,0.39,53.02
6.764497756958008,-0.01,0.0,-21.91
6.781250953674316,-0.02,-0.59,-34.79
6.797698497772217,-0.0,0.93,80.21
6.8183653354644775,-0.01,-0.37,-76.39
6.834485054016113,-0.01,0.19,30.69
6.851531982421875,0.0,0.51,18.87
6.870741367340088,0.0,-0.08,-34.79
6.888033151626587,-0.0,-0.08,0.26
6.9040961265563965,-0.0,-0.03,3.04
6.920692682266235,0.0,0.3,17.4
6.941272258758545,-0.0,-0.34,-37.67
6.95847225189209,-0.0,-0.14,11.6
6.973693370819092,0.01,0.88,56.59
6.993931531906128,-0.02,-1.62,-138.92
7.010342121124268,-0.0,0.8,134.49
7.027355670928955,0.01,0.62,-10.49
7.04768180847168,-0.0,-0.59,-66.94
7.0637290477752686,-0.01,-0.25,19.51
7.0806968212127686,0.01,1.01,70.24
7.100352048873901,0.02,0.27,-41.38
7.117446660995483,-0.01,-1.32,-93.52
7.133494138717651,-0.01,-0.48,46.95
7.150312185287476,-0.0,0.87,79.53
7.1706647872924805,-0.01,-0.51,-76.59
7.186615943908691,-0.0,0.35,47.29
7.203485250473023,0.01,0.62,16.11
7.223693370819092,0.01,-0.05,-37.38
7.239761829376221,0.0,-0.17,-6.81
7.257067203521728,0.01,0.43,33.04
7.276695251464844,0.01,-0.24,-36.95
7.293480634689331,0.0,-0.23,0.83
7.30921483039856,0.0,0.0,12.52
7.330175876617432,-0.01,-0.73,-43.08
7.346580266952515,0.01,1.01,91.6
7.362076044082642,0.01,-0.06,-62.61
7.379008293151855,0.01,0.28,19.88
7.400015115737915,0.01,-0.16,-24.52
7.416056871414185,0.01,-0.2,-2.21
7.433308124542236,-0.0,-0.58,-20.13
7.452988147735596,0.01,0.54,65.58
7.469296216964722,-0.01,-0.79,-77.87
7.486360788345337,-0.0,0.43,67.46
7.506144285202026,0.0,0.25,-10.13
7.522439479827881,-0.01,-0.88,-59.77
7.53950572013855,-0.0,0.59,86.68
7.555325269699097,-0.01,-0.48,-62.96
7.575514078140259,0.0,0.77,69.46
7.592498779296875,-0.0,-0.21,-54.68
7.609229326248169,0.01,0.53,41.38
7.6289637088775635,-0.0,-0.73,-74.38
7.645591974258423,0.01,0.48,67.29
7.662016153335571,0.02,0.73,14.91
7.681965112686157,-0.0,-1.06,-99.8
7.698980331420898,-0.0,-0.16,50.25
7.715383529663086,0.01,0.65,47.5
7.735256671905518,0.0,-0.35,-55.2
7.75219202041626,0.0,0.14,28.63
7.768688917160034,-0.01,-0.59,-40.34
7.785101890563965,-0.02,-0.61,-1.48
7.804564714431763,-0.0,1.1,100.61
7.822645902633667,-0.0,-0.0,-61.03
7.8379950523376465,0.0,0.24,13.3
7.858528614044189,0.01,0.13,-5.91
7.874767065048218,-0.01,-0.9,-60.84
7.891089677810669,-0.02,-0.68,13.26
7.911178112030029,-0.01,0.74,78.94
7.927430152893066,0.01,0.82,4.43
7.944715976715088,0.0,-0.29,-62.07
7.960257768630981,0.01,0.17,27.15
7.981267690658569,-0.01,-0.76,-54.68
7.997281074523926,-0.01,-0.35,23.04
8.014486074447632,-0.0,0.56,50.25
8.034524202346802,0.01,0.72,8.87
8.050946235656738,-0.01,-1.01,-101.9
8.067598819732666,-0.01,-0.28,43.08
8.08770203590393,0.0,0.91,62.58
8.104538202285767,0.01,0.03,-51.71
8.121108055114746,-0.01,-0.64,-37.03
8.141384840011597,0.02,1.46,123.71
8.157559633255005,-0.0,-1.14,-144.92
8.17384386062622,0.0,0.19,73.9
8.193939685821533,0.01,0.25,3.96
8.210292339324951,0.0,-0.13,-21.47
8.227357387542725,-0.0,-0.48,-20.34
8.243721961975098,-0.0,0.03,28.08
8.263856887817383,-0.0,0.21,10.35
8.280739307403564,0.0,0.28,4.05
8.29722785949707,0.01,0.08,-11.21
8.316898345947266,-0.0,-0.39,-27.89
8.3335542678833,0.0,0.11,27.82
8.349912405014038,0.01,0.72,33.99
8.369962692260742,0.01,-0.2,-53.85
8.386297464370728,-0.0,-0.72,-28.95
8.403444290161133,-0.0,-0.0,42.25
8.41970157623291,0.01,0.71,37.14
8.440473079681396,0.01,-0.17,-51.45
8.457201957702637,-0.01,-0.9,-40.86
8.473278999328613,-0.01,-0.31,34.98
8.493326187133789,0.01,1.44,102.73
8.509400606155396,0.0,-0.4,-96.83
8.526634216308594,-0.01,-0.65,-14.39
8.546698331832886,0.01,1.04,93.63
8.563331365585327,0.01,-0.06,-64.34
8.579695701599121,0.02,0.4,25.3
8.60013723373413,-0.0,-1.14,-85.72
8.616607904434204,-0.0,0.06,70.6
8.63327407836914,-0.0,-0.11,-9.04
8.649200201034546,-0.0,0.23,19.51
8.669330835342407,-0.0,-0.2,-22.47
8.686162948608398,0.0,0.42,36.71
8.702228784561157,0.02,0.73,18.23
8.722893476486206,0.01,-0.05,-43.64
8.739221811294556,-0.0,-0.85,-46.58
8.755561828613281,-0.01,-0.28,29.88
8.775791883468628,0.01,1.07,79.27
8.792215347290039,0.01,-0.23,-76.22
8.808816909790039,0.0,-0.24,-0.78
8.825249910354614,-0.0,-0.51,-15.74
8.84520936012268,-0.0,0.1,31.99
8.862372636795044,-0.01,-0.65,-44.04
8.878545761108398,-0.01,0.08,43.08
8.898732900619507,-0.01,0.19,5.65
8.914961814880371,-0.02,-0.45,-37.46
8.93166995048523,-0.01,0.51,53.12
8.952057838439941,-0.01,0.03,-26.6
8.968263387680054,0.0,0.59,31.04
8.98463225364685,-0.01,-0.62,-70.88
9.001277685165405,0.0,0.45,62.96
9.021762609481812,-0.01,-0.45,-50.16
9.038577318191528,-0.0,0.27,39.9
9.055251836776732,0.01,0.51,13.3
9.074228525161743,-0.01,-0.85,-79.44
9.091434478759766,-0.01,-0.28,33.14
9.108253002166748,0.0,0.74,57.03
9.12829041481018,0.0,-0.05,-44.34
9.144221782684326,0.0,0.24,16.26
9.1611750125885,0.02,0.87,37.28
9.181299924850464,0.01,-0.85,-101.07
9.197802543640137,-0.01,-0.98,-7.26
9.2149395942688,0.0,0.96,114.15
9.234168529510498,0.0,0.0,-53.2
9.251337051391602,0.01,0.31,18.23
9.267713785171509,0.0,-0.32,-34.95
9.283663511276243,0.01,0.64,53.2
9.304234504699709,-0.01,-1.44,-122.06
9.320546865463257,-0.0,0.56,110.84
9.337321043014526,0.0,0.23,-19.61
9.357305765151978,-0.01,-0.56,-43.55
9.37426233291626,-0.01,-0.11,25.12
9.389851331710815,-0.01,-0.28,-10.31
9.410831212997437,0.0,0.96,68.85
9.427313089370728,-0.01,-0.59,-91.13
9.443706274032593,0.01,0.63,64.29
9.463399648666382,0.0,-0.08,-42.03
9.480229139328005,0.0,-0.0,4.69
9.496942281723022,0.0,-0.03,-1.66
9.51333713531494,0.02,0.82,49.71
9.533644676208496,0.01,-0.35,-64.59
9.550244569778442,-0.01,-0.93,-32.51
9.566679239273071,0.01,0.88,100.5
9.58682131767273,0.02,0.34,-31.76
9.603369951248167,0.0,-0.87,-71.25
9.619653940200806,0.01,0.33,63.2
9.640402555465698,0.01,-0.0,-19.27
9.657018899917604,0.0,-0.16,-8.87
9.673418283462524,-0.0,-0.48,-18.78
9.689682722091677,-0.01,-0.19,16.26
9.710134506225586,-0.02,-0.53,-19.21
9.727014303207396,-0.0,0.68,71.06
9.743734121322632,-0.0,0.27,-22.78
9.76328945159912,-0.02,-0.99,-73.64
9.779565811157228,-0.0,0.73,90.35
9.796490907669067,-0.0,0.17,-33.05
9.816574811935425,-0.0,-0.14,-18.23
9.833273887634276,0.0,0.4,29.99
9.849072217941284,-0.0,-0.4,-44.34
9.86528205871582,0.01,0.45,47.29
9.886416912078856,0.01,0.06,-23.29
9.903243780136108,0.0,-0.11,-9.94
9.918906211853027,0.02,0.72,46.16
9.939611911773682,0.01,-0.69,-78.33
9.955681562423706,0.01,0.37,59.12
9.971923351287842,-0.0,-0.99,-79.9
9.99234390258789,0.01,0.59,92.79
10.0093092918396,0.01,0.24,-19.56
