Tempo,Acc_Y,Vel_Y,Dist_Y
2.360468864440918,-0.0,-0.01,-0.01
2.66342830657959,-0.0,0.0,0.02
2.9670650959014893,0.0,0.01,0.01
3.269980192184448,0.0,0.01,0.02
3.5736780166625977,0.0,-0.01,-0.06
3.876915693283081,0.0,0.01,0.04
4.179608106613159,0.0,-0.0,-0.02
4.4831318855285645,-0.0,-0.02,-0.08
4.785719871520996,0.0,0.02,0.14
5.088937997817993,-0.0,-0.01,-0.1
5.391741991043091,0.0,0.01,0.09
5.698323726654053,-0.0,-0.01,-0.09
5.998517274856567,-0.0,0.0,0.06
6.304967641830444,0.0,0.01,0.01
6.608123064041138,0.0,0.0,-0.01
6.910634756088257,-0.0,-0.01,-0.06
7.213951826095581,0.0,0.01,0.07
7.517084360122681,0.0,0.02,0.03
7.820221900939941,-0.0,-0.02,-0.1
8.12410855293274,-0.0,-0.02,-0.0
8.42716121673584,-0.0,0.0,0.06
8.729918241500854,-0.0,0.01,0.04
9.034097671508787,-0.0,-0.01,-0.07
9.336205959320068,-0.01,-0.01,-0.02
9.639542818069458,-0.0,0.02,0.1
9.946492910385132,0.0,0.0,-0.04
10.249049425125122,-0.0,-0.01,-0.04
