Tempo,Acc_Y
2.357527256011963,-0.04
2.6600236892700195,-0.05
2.9632785320281982,-0.05
3.262573003768921,-0.05
3.565711259841919,-0.05
3.864781618118286,-0.04
4.167448282241821,-0.04
4.470648765563965,-0.05
4.773960590362549,0.42
5.072829484939575,0.94
5.376319646835327,0.66
5.679123878479004,0.36
5.982065439224243,-0.35
6.285618782043457,-0.93
6.584802865982056,-0.48
6.8878209590911865,-0.55
7.190507411956787,-0.36
7.493796348571777,0.03
7.796664714813232,-0.03
8.095688819885254,-0.03
8.399274826049805,-0.03
8.702243566513062,-0.03
9.005182266235352,-0.03
9.304683208465576,-0.03
9.607999563217165,-0.03
9.910077810287476,-0.03
10.212557554244995,-0.03
