Tempo,Acc_Y
2.2073850631713867,-0.04
2.3584883213043213,-0.03
2.5107600688934326,-0.04
2.662832975387573,-0.03
2.813455581665039,-0.03
2.9650819301605225,-0.04
3.116668939590454,-0.04
3.2682249546051025,-0.04
3.42052698135376,-0.03
3.5716938972473145,-0.04
3.7231040000915527,-0.03
3.874143600463867,-0.04
4.025901317596436,-0.04
4.1774961948394775,-0.03
4.329113006591797,-0.03
4.480613470077515,-0.02
4.631831407546997,0.36
4.782943964004517,1.28
4.935223340988159,0.85
5.086780786514282,0.9
5.238905191421509,1.25
5.3899641036987305,0.84
5.541746139526367,-0.05
5.697127819061279,-0.45
5.84811544418335,-0.72
6.000146865844727,-1.15
6.151874780654907,-0.85
6.30307149887085,-0.88
6.454782485961914,-1.19
6.606564998626709,-0.39
6.758011817932129,-0.19
6.90977954864502,-0.09
7.06121826171875,0.03
7.213131904602051,-0.02
7.364137887954712,-0.02
7.516228437423706,-0.02
7.667967557907104,-0.02
7.81814169883728,-0.02
7.970568180084228,-0.02
8.12196159362793,-0.02
8.27347207069397,-0.02
8.425444841384888,-0.02
8.576825141906738,-0.02
8.728342533111572,-0.02
8.880192279815674,-0.02
9.03132700920105,-0.02
9.182900190353394,-0.02
9.334564208984377,-0.02
9.48647117614746,-0.02
9.63770341873169,-0.02
9.789146423339844,-0.02
9.940692901611328,-0.02
10.092266082763672,-0.02
