Tempo,Acc_Y
2.0618855953216557,-0.03
2.0657129287719727,-0.03
2.07049822807312,-0.03
2.0738229751586914,-0.02
2.077613115310669,-0.03
2.081815719604492,-0.03
2.085921287536621,-0.03
2.0901575088500977,-0.03
2.0943403244018555,-0.02
2.0987701416015625,-0.02
2.102743864059448,-0.01
2.110901355743408,-0.01
2.115198135375977,0.0
2.118925094604492,-0.01
2.1233129501342773,-0.02
2.126937866210937,-0.02
2.1311519145965576,-0.02
2.135359287261963,-0.04
2.13944149017334,-0.03
2.1433703899383545,-0.03
2.1474697589874268,-0.01
2.151893854141236,-0.0
2.156008720397949,-0.02
2.1602070331573486,-0.02
2.1679978370666504,-0.04
2.172180414199829,-0.04
2.1763195991516118,-0.03
2.1803653240203857,-0.02
2.184422492980957,-0.04
2.188332319259644,-0.03
2.192986488342285,-0.02
2.196432113647461,-0.01
2.2007298469543457,-0.01
2.204540014266968,-0.02
2.2092363834381104,-0.0
2.213292360305786,0.0
2.2170801162719727,-0.01
2.2211976051330566,-0.01
2.2253224849700928,-0.0
2.232492208480835,0.01
2.236889600753784,0.01
2.2414677143096924,0.03
2.245635986328125,0.08
2.249748468399048,0.08
2.2538375854492188,0.1
2.258268356323242,0.06
2.2622973918914795,0.02
2.265752077102661,-0.05
2.2708098888397217,-0.1
2.2752439975738525,-0.13
2.2788403034210205,-0.13
2.286388397216797,-0.06
2.290766954421997,-0.04
2.2952630519866943,-0.02
2.299401044845581,-0.03
2.3036587238311768,-0.02
2.3072667121887207,-0.02
2.311260461807251,-0.02
2.31528115272522,-0.01
2.3193602561950684,-0.01
2.323444128036499,-0.02
2.32712984085083,-0.03
2.33147406578064,-0.03
2.3358545303344727,-0.03
2.340122699737549,-0.03
2.3440287113189697,-0.03
2.3482890129089355,-0.01
2.3560268878936768,-0.0
2.3604519367218018,0.0
2.364750623703003,0.0
2.3687973022460938,-0.0
2.372795820236206,-0.01
2.3768177032470703,-0.01
2.380857229232788,-0.0
2.385321855545044,-0.0
2.3892509937286377,-0.03
2.39328670501709,-0.03
2.39734411239624,-0.03
2.401560544967652,-0.02
2.405510187149048,-0.04
2.409601211547852,-0.04
2.413602590560913,-0.04
2.421994924545288,-0.02
2.4256434440612797,-0.01
2.4301373958587646,-0.01
2.4340028762817383,-0.01
2.4384186267852783,-0.0
2.4423651695251465,-0.01
2.4468443393707275,-0.02
2.4507088661193848,-0.02
2.455262899398804,-0.02
2.45834755897522,-0.0
2.462273120880127,-0.02
2.466979503631592,-0.03
2.4711506366729736,-0.03
2.4752800464630127,-0.02
2.4834659099578857,-0.01
2.4871695041656494,-0.02
2.4914772510528564,-0.01
2.4956042766571045,-0.04
2.4998624324798584,-0.03
2.503898859024048,-0.04
2.5079119205474854,-0.04
2.512160301208496,-0.05
2.516036033630371,-0.05
2.5201191902160645,-0.04
2.5242953300476074,-0.02
2.528450727462769,-0.01
2.532465696334839,-0.0
2.5360260009765625,-0.0
2.5437769889831543,0.01
2.5490522384643555,0.01
2.5530924797058105,-0.0
2.557050466537476,-0.01
2.561199426651001,-0.01
2.5652287006378174,-0.01
2.569349765777588,-0.02
2.573577404022217,-0.02
2.577556848526001,-0.02
2.581687688827514,-0.03
2.5857653617858887,-0.02
2.5898256301879883,-0.0
2.593632221221924,0.0
2.598159074783325,0.0
2.602735996246338,-0.01
2.606048345565796,-0.02
2.614417791366577,-0.03
2.618638515472412,-0.04
2.622654914855957,-0.01
2.627059936523437,-0.02
2.6309285163879395,-0.04
2.635244369506836,-0.03
2.6391496658325195,-0.04
2.642273187637329,-0.03
2.6472010612487797,-0.04
2.651331186294556,-0.02
2.655203342437744,-0.02
2.6593363285064697,-0.03
