Tempo,Acc_Y,Velocidade,Distancia
0.0005023479461669,-0.04,0.0,0.0
0.0005023479461669,-0.03,0.0,0.0
0.0005023479461669,-0.03,0.0,0.0
0.0005023479461669,-0.04,0.0,0.0
0.0005023479461669,-0.04,0.0,0.0
0.0005023479461669,-0.04,0.0,0.0
0.0015037059783935,-0.04,-4.0054321289064004e-05,-4.0108716348189146e-08
0.0015037059783935,-0.04,-4.0054321289064004e-05,-4.0108716348189146e-08
0.0015037059783935,-0.03,-4.0054321289064004e-05,-4.0108716348189146e-08
0.0015037059783935,-0.03,-4.0054321289064004e-05,-4.0108716348189146e-08
0.0015037059783935,-0.04,-4.0054321289064004e-05,-4.0108716348189146e-08
0.0015037059783935,-0.04,-4.0054321289064004e-05,-4.0108716348189146e-08
0.0015037059783935,-0.04,-4.0054321289064004e-05,-4.0108716348189146e-08
0.0015037059783935,-0.04,-4.0054321289064004e-05,-4.0108716348189146e-08
0.0015037059783935,-0.04,-4.0054321289064004e-05,-4.0108716348189146e-08
2.2073850631713867,-0.04,-0.08827530860900878,-0.19472489766978696
2.3584883213043213,-0.03,-0.09280840635299682,-0.20874855025185013
2.5107600688934326,-0.04,-0.09889927625656128,-0.22380811588273503
2.662832975387573,-0.03,-0.10346146345138549,-0.23954180133992448
2.813455581665039,-0.03,-0.10798014163970948,-0.2558060516999075
2.9650819301605225,-0.04,-0.11404519557952882,-0.2730983082690847
3.116668939590454,-0.04,-0.12010867595672609,-0.2913052232639535
3.2682249546051025,-0.04,-0.12617091655731202,-0.31042718458812546
3.42052698135376,-0.03,-0.13073997735977175,-0.3303391481170923
3.5716938972473145,-0.04,-0.13678665399551393,-0.3510167647369929
3.7231040000915527,-0.03,-0.1413289570808411,-0.37241539666347195
3.874143600463867,-0.04,-0.14737054109573366,-0.3946741842972233
4.025901317596436,-0.04,-0.15344084978103645,-0.41796001737487487
4.1774961948394775,-0.03,-0.1579886960983277,-0.44191029436568896
4.329113006591797,-0.03,-0.16253720045089726,-0.46655366648920166
4.480613470077515,-0.02,-0.16556720972061162,-0.49163717549991137
4.631831407546997,0.36,-0.11112875223159795,-0.5084418362059308
4.782943964004517,1.28,0.08229532003402705,-0.4960059800110992
4.935223340988159,0.85,0.21173279047012322,-0.4637634425913007
5.086780786514282,0.9,0.34813449144363395,-0.4110010683685676
5.238905191421509,1.25,0.5382899975776672,-0.32911402281955254
5.3899641036987305,0.84,0.6651794838905334,-0.22863273351392488
5.541746139526367,-0.05,0.6575903820991515,-0.12882232657824214
5.697127819061279,-0.45,0.5876686263084411,-0.03750938841246193
5.84811544418335,-0.72,0.4789575362205505,0.03480727251579696
6.000146865844727,-1.15,0.304121401309967,0.08104328151460138
6.151874780654907,-0.85,0.17515267372131346,0.10761883147176421
6.30307149887085,-0.88,0.042099561691284176,0.11398414703781598
6.454782485961914,-1.19,-0.1384365129470825,0.09298180700916917
6.606564998626709,-0.39,-0.19763169288635252,0.06298477208068151
6.758011817932129,-0.19,-0.2264065885543823,0.02869621437432942
6.90977954864502,-0.09,-0.24006568431854255,-0.007738009756733173
7.06121826171875,0.03,-0.23552252292633066,-0.04340523752857466
7.213131904602051,-0.02,-0.23856079578399667,-0.07964587706526077
7.364137887954712,-0.02,-0.2415809154510499,-0.11612604076218265
7.516228437423706,-0.02,-0.2446227264404298,-0.15333084563911106
7.667967557907104,-0.02,-0.24765750885009774,-0.19091017821313414
7.81814169883728,-0.02,-0.25066099166870126,-0.22855297730168753
7.970568180084228,-0.02,-0.2537095212936402,-0.26722502689132455
8.12196159362793,-0.02,-0.25673738956451425,-0.3060933766817956
8.27347207069397,-0.02,-0.2597675991058351,-0.3454508895486205
8.425444841384888,-0.02,-0.2628070545196534,-0.3853904057810914
8.576825141906738,-0.02,-0.2658346605300904,-0.4256325365812606
8.728342533111572,-0.02,-0.2688650083541871,-0.4663702612333529
8.880192279815674,-0.02,-0.27190200328826913,-0.5076585115610144
9.03132700920105,-0.02,-0.2749246978759767,-0.5492091813758564
9.182900190353394,-0.02,-0.2779561614990235,-0.591339880995158
9.334564208984377,-0.02,-0.2809894418716432,-0.6339558689422885
9.48647117614746,-0.02,-0.28402758121490485,-0.6771016373953108
9.63770341873169,-0.02,-0.2870522260665895,-0.7205131892821566
9.789146423339844,-0.02,-0.29008108615875255,-0.764443940550035
9.940692901611328,-0.02,-0.2931120157241822,-0.8088640342720907
10.092266082763672,-0.02,-0.29614347934722907,-0.8537514435142737
